aline1,aline2,aline3,aline4,post_code,asset_type
FLAT 22 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
7 Sach Road,Hackney,London,"",E5 9LJ,WalkUpBlock
61 Bayston Road,Hackney,London,"",N16 7NB,WalkUpBlock
82-87 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
107 Evering Road,Hackney,London,"",N16 7SL,WalkUpBlock
68 Brooke Road,Hackney,London,"",N16 7RU,WalkUpBlock
1-32 Parkside Estate  Parkside Estate,Rutland Road,Hackney,London,E9 7JY,WalkUpBlock
125-136 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6ET,WalkUpBlock
59-70 Morland Estate  Morland Estate,Richmond Road,Hackney,London,E8 3EY,WalkUpBlock
160-182 EVEN Mabley Street,Hackney,London,"",E9 5RN,WalkUpBlock
1-16 Rangoon House  Clissold Crescent,Hackney,LONDON,"",N16 9BA,WalkUpBlock
1-14 Trower House  Wick Road,Hackney,London,"",E9 5AR,WalkUpBlock
13-18 Lister Court  Yoakley Road,Hackney,London,"",N16 0BE,HighRiseBlock
1 Chestnut Close Plus 25-27 Odd Lordship Road  Lordship Road,Hackney,London,"",N16 0QH,WalkUpBlock
56-66 EVEN Hows Street,Hackney,LONDON,"",E2 8EH,WalkUpBlock
138-143 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DQ,WalkUpBlock
21-60 Sylvester House  Sylvester Road,Hackney,London,"",E8 1ET,WalkUpBlock
1-6 Georgian House  Victorian Grove,Hackney,London,"",N16 8ET,WalkUpBlock
1-22 Shacklewell House  Shacklewell Lane,Hackney,London,"",E8 2EQ,LowRiseBlock
14-24 EVEN Whiston Road,Hackney,LONDON,"",E2 8BW,WalkUpBlock
1-4 Approach Close Plus 53-55 Odd Spenser Grove  Spenser Grove,Hackney,London,"",N16 8UA,WalkUpBlock
25-30 Dunnock Mews  Rendlesham Road,Hackney,LONDON,"",E5 8BJ,WalkUpBlock
Holcroft Road (20-26 Even) DELETE? Holcroft Road,Hackney,London,"",E9 7BA,Block
1-16 Cheddington House  Whiston Road,Hackney,LONDON,"",E2 8RY,LowRiseBlock
7-12 Binyon House  Milton Grove,Hackney,London,"",N16 8QT,WalkUpBlock
FLAT 39 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Glenarm Road (14-16.18.20) DELETE? Glenarm Road,Hackney,London,"",E5 0LY,Block
124-134 EVEN Mabley Street,Hackney,London,"",E9 5RL,WalkUpBlock
11-17 ODD Lockhurst Street,Hackney,LONDON,"",E5 0AP,Block
FLAT 13 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Clift House 20-40  Branch Place Colville Estate,Hackney,LONDON,"",N1 5FJ,Block
1-25 Ennerdale House  Woodberry Down Estate,Hackney,London,"",N4 2RP,LowRiseBlock
5-6 & 13-16 Radley Square,Hackney,London,"",E5 9PN,WalkUpBlock
167 Lower Clapton Road,Hackney,London,"",E5 8EQ,WalkUpBlock
1-32 Buckland Court  St Johns Estate,Hackney,London,"",N1 6TY,WalkUpBlock
115-137 ODD Wick Road,Hackney,London,"",E9 5AE,WalkUpBlock
19-33 Waterloo Close,Hackney,London,"",E9 6EF,WalkUpBlock
Chevet Street (8.12b) DELETE? Chevet Street,Hackney,London,"",E9 5RE,Block
26 West Bank,Hackney,London,"",N16 5DF,WalkUpBlock
19-24 Athlone Close,Hackney,London,"",E5 8HD,WalkUpBlock
156-161 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DQ,WalkUpBlock
13-18 Humberton Close Plus 3-7 Odd Chevet Street  Chevet Street,Hackney,London,"",E9 5RE,WalkUpBlock
1-23 Devonshire Hall  Frampton Park Road,Hackney,London,"",E9 6QB,WalkUpBlock
102 Powerscroft Road,Hackney,London,"",E5 0PP,WalkUpBlock
94-99 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
9-15 ODD Adley Street,Hackney,LONDON,"",E5 0DY,WalkUpBlock
4 April Street,Hackney,London,"",E8 2EF,Block
12 Cranwich Road,Hackney,London,"",N16 5JX,WalkUpBlock
25-30 Bransby Court 40 Nevill Road,Hackney,LONDON,"",N16 8SG,WalkUpBlock
1-32 Kedleston Court 70 Redwald Road,Hackney,LONDON,"",E5 0JL,WalkUpBlock
Lydford Close (1-10) DELETE? Lydford Close,Hackney,London,"",N16 8UT,WalkUpBlock
19 West Bank,Hackney,London,"",N16 5DG,WalkUpBlock
37-45 ODD Shrubland Road,Hackney,London,"",E8 4NL,WalkUpBlock
42 Finsbury Park Road,Hackney,London,"",N4 2JX,WalkUpBlock
79 Benthal Road,Hackney,London,"",N16 7AP,WalkUpBlock
19-33 Burnett Close,Hackney,London,"",E9 6ET,WalkUpBlock
FLAT 42 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
1-14 Pond Farm Estate,Hackney,LONDON,"",E5 0AA,WalkUpBlock
Ardeley Ct 1-16 Plus 20 Murrain Rd and 14 & 16 Brownswood Rd 22 Murrain Road,Hackney,London,"",N4 2BZ,Block
1-42 Linale House  Murray Grove,Hackney,London,"",N1 7QH,HighRiseBlock
43-48 Alford Court  Shepherdess Walk,Hackney,London,"",N1 7JW,WalkUpBlock
FLAT 9 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
81-90 Anderson Road,Hackney,London,"",E9 6HJ,LowRiseBlock
Wetherell Road (7-10) DELETE? Wetherell Road,Hackney,London,"",E9 7DB,Block
14-16 Warmington Close Plus 1-6 Paston Close  Paston Close,Hackney,LONDON,"",E5 0BU,WalkUpBlock
22-24 EVEN Clissold Crescent,Hackney,London,"",N16 9BE,WalkUpBlock
81-100 Anderson Road,Hackney,London,"",E9 6HJ,LowRiseBlock
34-40 EVEN Forest Grove,Hackney,London,"",E8 3HX,WalkUpBlock
65-80 Nicholl House *Demolished* Woodberry Down Estate,Hackney,London,"",N4 2TQ,HighRiseBlock
81 Benthal Road,Hackney,London,"",N16 7AP,WalkUpBlock
12-16 Goldcrest Mews  Rendlesham Road,Hackney,London,"",E5 8BF,WalkUpBlock
453-464 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LG,WalkUpBlock
FLAT 3 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
44-48 EVEN Kyverdale Road,Hackney,London,"",N16 7AJ,WalkUpBlock
1-24 Bletchley Court  Wenlock Street,Hackney,London,"",N1 7NX,HighRiseBlock
1-16 Wistow House  Whiston Road,Hackney,LONDON,"",E2 8RX,WalkUpBlock
1-20 Courtauld House  Pritchards Road,Hackney,LONDON,"",E2 9BG,LowRiseBlock
FLAT 37 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Somerford Estate (64-81) DELETE? Somerford Grove Estate,Hackney,London,"",N16 7TN,WalkUpBlock
7-18 Waterloo Close Plus 1-6 Knights Close  Knights Close,Hackney,London,"",E9 6EW,WalkUpBlock
46 Graham Road,Hackney,London,"",E8 1BZ,WalkUpBlock
Yorkshire Close (1-17 Odd) DELETE? Yorkshire Close,Hackney,London,"",N16 8EU,Block
23-27 Odd Ferncliffe Road Plus 1-6 Foxley Close  Foxley Close,Hackney,London,"",E8 2JN,WalkUpBlock
17-24 Lydford Close Plus 13-16 Hayling Close  Hayling Close,Hackney,London,"",N16 8UR,WalkUpBlock
61-90 Laxfield Court  Pownall Road,Hackney,London,"",E8 4PU,LowRiseBlock
88-99 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
46-56 EVEN Mount Pleasant Hill,Hackney,London,"",E5 9NF,WalkUpBlock
1-40 St Leonards Court *Demolished* New North Road,Hackney,LONDON,"",N1 6JA,WalkUpBlock
"1-30 Peak House *Demolished""  Woodberry Down Estate",Hackney,London,"",N4 2NW,LowRiseBlock
42-46 EVEN Narford Road,Hackney,London,"",E5 8RD,WalkUpBlock
FLAT 4 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
FLAT 29 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
56 Kyverdale Road,Hackney,London,"",N16 7AJ,WalkUpBlock
9-19 ODD Laburnum Street,Hackney,LONDON,"",E2 8BY,Block
217-231 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LS,LowRiseBlock
1-13 Valette House  Valette Street,Hackney,London,"",E9 6NX,WalkUpBlock
1-24 Catherwood Court  Murray Grove,Hackney,London,"",N1 7NN,LowRiseBlock
Victorian Grove (83-93) DELETE? Victorian Grove,Hackney,London,"",N16 8EY,Block
15-21 ODD  Marlborough Avenue,Hackney,London,"",E8 4JP,WalkUpBlock
1-16 Cavell House  Colville Estate,Hackney,London,"",N1 5PS,WalkUpBlock
31-42 Wenlock Court  New North Road,Hackney,London,"",N1 7QS,WalkUpBlock
111-121 Anderson Road,Hackney,London,"",E9 6HJ,LowRiseBlock
1-6 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
43-51 Mapledene Estate  Mapledene Estate,Mapledene Road,Hackney,London,E8 3LN,WalkUpBlock
101-115 ODD East Road,Fairbank Estate,Hackney,London,N1 6AQ,WalkUpBlock
FLAT 7 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-4 Offley House  Berger Road,Hackney,London,"",E9 6HQ,WalkUpBlock
1-18 Buxton Court  71 Thoresby Street,Hackney,London,"",N1 7TJ,WalkUpBlock
FLAT 56 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
127-137 ODD Elderfield Road,Hackney,LONDON,"",E5 0AY,WalkUpBlock
16-30 Darcy House  London Fields East Side,Hackney,London,"",E8 3RY,WalkUpBlock
19-24 Bransby Court 40 Nevill Road,Hackney,LONDON,"",N16 8SG,WalkUpBlock
144 Middleton Road,Hackney,London,"",E8 4LP,WalkUpBlock
Chippendale Street (2.5.7) DELETE? Chippendale Street,Hackney,LONDON,"",E5 0BB,Block
44-50 EVEN Shacklewell Road,Hackney,London,"",N16 7TU,WalkUpBlock
46 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
49-63 Wilton Estate  Wilton Estate,Greenwood Road,Hackney,London,E8 1BD,WalkUpBlock
Coniston Walk (22-31) DELETE? Coniston Walk,Hackney,London,"",E9 6EP,Block
36-75 Alden House  Duncan Road,Hackney,London,"",E8 4RA,LowRiseBlock
84 Lansdowne Drive,Hackney,London,"",E8 3ER,WalkUpBlock
21-24 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
1-6 Durley House *DELETE*  Durley Road,Hackney,London,"",N16 5JP,WalkUpBlock
9-16 Pendley House  Whiston Road,Hackney,LONDON,"",E2 8SF,WalkUpBlock
18-33 Ferron Road,Hackney,London,"",E5 8DN,WalkUpBlock
38 Evering Road,Hackney,London,"",N16 7QJ,WalkUpBlock
1-126 Fermain Court  De Beauvoir Estate,Hackney,London,"",N1 5SY,HighRiseBlock
117 Osbaldeston Road,Hackney,London,"",N16 6ND,WalkUpBlock
71-85 Wrens Park House  Warwick Grove,Hackney,London,"",E5 9LN,LowRiseBlock
1-25 Hayward House  Brooke Road,Hackney,London,"",E5 8AU,LowRiseBlock
429-440 Fellows Court  Weymouth Terrace,Hackney,LONDON,"",E2 8LG,WalkUpBlock
35-39 Feldman Close,Hackney,London,"",N16 6QG,WalkUpBlock
25-37 Lea View House  Springfield,Hackney,London,"",E5 9DX,LowRiseBlock
1-44 Stanway Court  Geffrye Estate,Hackney,London,"",N1 6RY,HighRiseBlock
61-69 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
17-39 Odd Lyneham Walk Plus 1-6 Crofton Terrace  Crofton Terrace,Hackney,LONDON,"",E5 0EL,WalkUpBlock
FLAT 15 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Bridport House (New) 5-8 & 33-41 Bridport Place (north),Hackney,London,"",N1 5DG,LowRiseBlock
York Court 1-9 Plus 15 & 31 Tryon Crescent  Tryon Crescent,Hackney,London,"",E9 7RY,Block
1-20 Listria Lodge  Manor Road,Hackney,London,"",N16 5SH,WalkUpBlock
1-36 Acton House  Lee Street,Hackney,London,"",E8 4HQ,LowRiseBlock
13-22 Webb Estate  Webb Estate,Clapton Common,Hackney,London,E5 9BB,LowRiseBlock
16-33 Mapledene Estate  Mapledene Estate,Mapledene Road,Hackney,London,E8 3LN,WalkUpBlock
17-20 Hayling Close Plus 1-15 Odd Pellerin Road  Pellerin Road,Hackney,London,"",N16 8AY,WalkUpBlock
1-35 Wyerdale House  Seven Sisters Road,Hackney,London,"",N4 1QH,LowRiseBlock
1-36 Parkinson House  Frampton Park Road,Hackney,London,"",E9 7PH,LowRiseBlock
Solway Close (1-3) DELETE? Solway Close,Hackney,London,"",E8 3TH,WalkUpBlock
FLAT 35 HORNBEAM APARTMENTS  Hornbeam Apartments,Seven Sisters Road,London,"",N4 1JU,Block
1-40 Vanner Point  Wick Road,Hackney,London,"",E9 5AX,HighRiseBlock
1-48 Capel House  Loddiges Road,Hackney,London,"",E9 7PL,LowRiseBlock
11 Moulins Road,Hackney,London,"",E9 7EL,WalkUpBlock
1-35 Oberon House  Arden Estate,Hackney,London,"",N1 5JH,LowRiseBlock
Myrtleberry Close (1-2) DELETE? Myrtleberry Close,Hackney,London,"",E8 3SZ,WalkUpBlock
1-12 Gilwell Court 164 Clarence Road,Hackney,London,"",E5 8DU,WalkUpBlock
154 Osbaldeston Road,Hackney,London,"",N16 6NJ,WalkUpBlock
1-20 Gurney House  Goldsmiths Row,Hackney,LONDON,"",E2 8QX,LowRiseBlock
Rushmore Road (210-240 Even) DELETE? Rushmore Road,Hackney,LONDON,"",E5 0HA,Block
19-21 Blakeney Close Plus 25-30 Foxley Close  Foxley Close,Hackney,London,"",E8 2JN,WalkUpBlock
9-16 Cosgrove House  Whiston Road,Hackney,LONDON,"",E2 8SE,WalkUpBlock
15 Bodney Road,Hackney,London,"",E8 1AY,WalkUpBlock
1-22 Mcgregor Court  Fanshaw Street,Hackney,London,"",N1 6LB,WalkUpBlock
24 Princess Crescent,Hackney,London,"",N4 2HJ,WalkUpBlock
311-335 Banister House  Homerton High Street,Hackney,London,"",E9 6BT,LowRiseBlock
FLAT 34 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
125-135 ODD Victorian Grove,Hackney,London,"",N16 8EH,WalkUpBlock
9-21 ODD  Marlborough Avenue,Hackney,London,"",E8 4JP,Block
Clift House 1-19  Branch Place Colville Estate,Hackney,LONDON,"",N1 5FJ,Block
1-30 Chattenden House  Woodberry Down Estate,Hackney,London,"",N4 2SG,LowRiseBlock
1-12 Wycliffe House  Milton Gardens Estate,Hackney,London,"",N16 8TT,WalkUpBlock
1-7 Odd Anna Close,Hackney,London,"",E8 4NW,Block
1-28 Carey House  Brooke Road,Hackney,London,"",E5 8AS,WalkUpBlock
Caldecott Way (40.42) DELETE? Caldecott Way,Hackney,LONDON,"",E5 0DA,WalkUpBlock
4 Southgate Grove,Hackney,London,"",N1 5BT,WalkUpBlock
6 Blakeney Close,Hackney,London,"",E8 2HQ,Block
1-20 Parkinson Court  Charles Square Estate,Hackney,London,"",N1 6HS,WalkUpBlock
55-72 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6EN,LowRiseBlock
97-112 Catherwood Court  Murray Grove,Hackney,London,"",N1 7QL,WalkUpBlock
65-67 ODD Cricketfield Road,Hackney,London,"",E5 8NR,WalkUpBlock
Tryon Crescent (22-54 Even) DELETE? Tryon Crescent,Hackney,London,"",E9 7RY,Block
25-36 Parkinson House  Frampton Park Road,Hackney,London,"",E9 7PH,LowRiseBlock
11-21 Odd Ferncliffe Road Plus 1-12 Beeston Close  Beeston Close,Hackney,London,"",E8 2HG,Block
16-27 Edwins Mead,Hackney,London,"",E9 5PY,WalkUpBlock
1-36 Greville Court  2 Napoleon Road,Hackney,London,"",E5 8TF,HighRiseBlock
18-29 Pendas Mead,Lindisfarne Way,Hackney,London,E9 5PX,WalkUpBlock
3 Swan Lane,Hackney,London,"",N4 2NF,Block
25-39 Goldcrest Mews  Rendlesham Road,Hackney,London,"",E5 8BF,LowRiseBlock
65 Jenner Road,Hackney,London,"",N16 7RB,WalkUpBlock
60-62 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
Brinkworth Way (1-15) DELETE? Brinkworth Way,Hackney,London,"",E9 5JX,Block
1-16 Brackenfield Close,Hackney,London,"",E5 8NL,WalkUpBlock
232-251 Nisbet House  Homerton High Street,Hackney,London,"",E9 6AP,LowRiseBlock
Kingshold Road (2-26 Even) DELETE? Kingshold Road,Hackney,London,"",E9 7JF,Block
67-77 ODD Clarissa Street,Hackney,London,"",E8 4HJ,WalkUpBlock
122 Daubeney Road,Hackney,LONDON,"",E5 0EQ,Block
14-24 Even Orphen Walk DELETE? Orpen Walk,Hackney,London,"",N16 8HG,Block
9-21 (Odd)  Ainsworth Road,Hackney,London,"",E9 7JE,WalkUpBlock
1-4 Mayfield Close,Hackney,London,"",E8 3DA,WalkUpBlock
18-26 Tavistock Close,Hackney,London,"",N16 8UZ,WalkUpBlock
1-8 Brownsea Court 160 Clarence Road,Hackney,London,"",E5 8EF,WalkUpBlock
"FLAT 9 Grand Union House, DE BEAUVOIR WHARF 12 Hertford Road Hertford Road",Hackney,London,"",N1 5QR,Block
254-264 EVEN Rowley Gardens,Hackney,London,"",N4 1HW,WalkUpBlock
Radwell Ct  1-14 Plus 8 & 10 Casbeard St 6 Casbeard Street,Hackney,London,"",N4 2GD,Block
147 Osbaldeston Road,Hackney,London,"",N16 6ND,WalkUpBlock
FLAT 12 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
Brett Close (7-9) DELETE? Brett Close,Hackney,London,"",N16 0BN,Block
25 Warwick Grove,Hackney,LONDON,"",E5 9HX,WalkUpBlock
84 Greenwood Road,Hackney,London,"",E8 1NE,WalkUpBlock
Templeton Close (22-31) DELETE? Templeton Close,Hackney,London,"",N16 8UY,Block
1-8 Cavendish Mansions  Clapton Square,Hackney,London,"",E5 8HR,WalkUpBlock
25-26 Kirkland Walk,Hackney,London,"",E8 3SY,Block
14-20 EVEN Thrasher Close,Hackney,London,"",E8 4DZ,WalkUpBlock
1-10 Quested Court  Brett Road,Hackney,London,"",E8 1JS,WalkUpBlock
18 Forburg Road,Hackney,London,"",N16 6HS,WalkUpBlock
89 Benthal Road,Hackney,London,"",N16 7AP,WalkUpBlock
A-f 9 Lordship Grove,Hackney,London,"",N16 0QA,WalkUpBlock
41-46 Avebury Court  Colville Estate,Hackney,London,"",N1 5DD,LowRiseBlock
St Lawrence & St Aubins & St Brelades  De Beauvoir Estate,Hackney,London,"",N1 5TP,LowRiseBlock
162-240 EVEN Rowley Gardens,Hackney,London,"",N4 1HN,HighRiseBlock
Godwin Close (2-18 Even) DELETE? Godwin Close,Hackney,London,"",N1 7HY,Block
Goldsmiths Row (93-99 Od) plus DELETE? Goldsmiths Row,Hackney,LONDON,"",E2 8QU,WalkUpBlock
FLAT 34 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
1-6 Gordon Lodge  Queen Elizabeths Walk,Hackney,London,"",N16 5UY,WalkUpBlock
9-16 Wistow House  Whiston Road,Hackney,LONDON,"",E2 8RX,WalkUpBlock
1-53 Selman House  Hedgers Grove,Hackney,London,"",E9 5AP,HighRiseBlock
60 Leabourne Road,Hackney,London,"",N16 6TA,WalkUpBlock
1-49 ODD Samuel Close,Hackney,London,"",E8 4SG,WalkUpBlock
1 Tryon Crescent,Hackney,London,"",E9 7RY,Block
1-12 Oakdene House  Manor Road,Hackney,London,"",N16 5NW,WalkUpBlock
FLAT 28 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
79-83 ODD Sandbrook Road,Hackney,London,"",N16 0SL,WalkUpBlock
FLAT 25 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
1-12 Kilpatrick Court  Darenth Road,Hackney,London,"",N16 6EE,WalkUpBlock
6-40 EVEN Overbury Street,Hackney,LONDON,"",E5 0AJ,WalkUpBlock
31-38 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PJ,WalkUpBlock
E Rogate House 8 Muir Road,Hackney,London,"",E5 8QR,HighRiseBlock
1-25 Allerdale House  Woodberry Down Estate,Hackney,London,"",N4 2RT,LowRiseBlock
FLAT 19 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
45-49 ODD Kyverdale Road,Hackney,London,"",N16 7AB,WalkUpBlock
1-36 Arakan House  Green Lanes,Hackney,London,"",N16 9DT,HighRiseBlock
1-14 Andrew Marvel House  Spenser Grove,Hackney,London,"",N16 8TU,WalkUpBlock
102-134 Regents Court  Pownall Road,Hackney,London,"",E8 4QA,LowRiseBlock
1-10 Courtauld House  Pritchards Road,Hackney,LONDON,"",E2 9BG,LowRiseBlock
1-48 Catherwood Court  Murray Grove,Hackney,London,"",N1 7NN,LowRiseBlock
1 Gayhurst Road,Hackney,London,"",E8 3EH,WalkUpBlock
Lydford Close (25-28) DELETE? Lydford Close,Hackney,London,"",N16 8UT,WalkUpBlock
21-30 Evelyn Court  Evelyn Walk,Hackney,London,"",N1 7PN,WalkUpBlock
130 Evering Road,Hackney,London,"",N16 7BD,WalkUpBlock
2 Springdale Road,Hackney,London,"",N16 9NX,WalkUpBlock
4 Meadow Close,Hackney,London,"",E9 5NZ,WalkUpBlock
Houghton Close (6-12) DELETE? Houghton Close,Hackney,London,"",E8 3TQ,Block
29 Maury Road,Hackney,London,"",N16 7BP,WalkUpBlock
9-20 Jarrow Way,Hackney,London,"",E9 5PG,WalkUpBlock
Carlisle Walk (22-27) DELETE? Carlisle Walk,Hackney,London,"",E8 3SX,Block
3-25 ODD Spenser Grove,Hackney,London,"",N16 8UB,WalkUpBlock
49-131 ODD Well Street,Hackney,London,"",E9 7NU,LowRiseBlock
14-32 Even Broke Walk,Hackney,London,"",E8 4SJ,Block
1-6 & 9-14 Priory Court  Brooksbys Walk,Hackney,London,"",E9 6DG,WalkUpBlock
57-73 ODD Flanders Way,Hackney,London,"",E9 6HG,WalkUpBlock
8-14 (Even) Semley Gate,Hackney,London,"",E9 5NH,LowRiseBlock
70-74 EVEN Brighton Road,Hackney,London,"",N16 8EG,WalkUpBlock
FLAT 36 MAPLEWOOD APARTMENTS  Katherine Close,Woodberry Grove,London,"",N4 1FP,Block
FLAT 55 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
137-139 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6ET,WalkUpBlock
1-25 Mendip House  Woodberry Down Estate,Hackney,London,"",N4 2RL,LowRiseBlock
138-149 Fawcett Estate  Fawcett Estate,Clapton Common,Hackney,London,E5 9DQ,WalkUpBlock
13-18  Dean CLose DELETE? Dean Close,Hackney,London,"",E9 6ES,WalkUpBlock
CLOCKHOUSE FLATS Stamford Hill,Hackney,London,"",N16 5LG,WalkUpBlock
206 Queensbridge Road,Hackney,London,"",E8 3NB,WalkUpBlock
1-84 Seaton Point  Nolan Way,Hackney,LONDON,"",E5 8PY,HighRiseBlock
Sharon Gardens (10.11.25.28.37 DELETE? Sharon Gardens,Hackney,London,"",E9 7RX,Block
Millard Close (7-9)  Millard Close,Hackney,London,"",N16 8UU,WalkUpBlock
73-90 Royal Oak Court  Pitfield Street,Hackney,London,"",N1 6EP,LowRiseBlock
1-69 Allerton House  Provost Estate,Hackney,London,"",N1 7QX,WalkUpBlock
2-22 EVEN Daley Street,Hackney,London,"",E9 6HP,Block
FLAT 15 ROWAN APARTMENTS  Rowan Apartments,Seven Sisters Road,London,"",N4 1FS,Block
Warmington Close (1-6) DELETE? Warmington Close,Hackney,LONDON,"",E5 0BX,WalkUpBlock
13-22 Rochemont Walk,Hackney,London,"",E8 4SW,Block
21-24 Melford Court 37 39 Upper Clapton Road,Hackney,London,"",E5 8AZ,WalkUpBlock
FLAT 25 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
1-12 Lister Court  Yoakley Road,Hackney,London,"",N16 0BE,WalkUpBlock
9-50 The Beckers  Rectory Road,Hackney,London,"",N16 7QX,HighRiseBlock
Widford Court 1-8 Plus 18 Brownswood Road 20 Brownswood Road,Hackney,London,"",N4 2XS,Block
16 Mountgrove Road,Hackney,London,"",N5 2LS,WalkUpBlock
86-102 *DELETE* Geffrye Court  Geffrye Estate,Hackney,London,"",N1 6RP,LowRiseBlock
90-109 Bletchley Court  Wenlock Street,Hackney,London,"",N1 7NY,HighRiseBlock
73-108 Banister House  Homerton High Street,Hackney,London,"",E9 6BJ,LowRiseBlock
1-12 Templeton Close,Hackney,London,"",N16 8UY,WalkUpBlock
70-89 Bletchley Court  Wenlock Street,Hackney,London,"",N1 7NY,HighRiseBlock
1-13 Beavis House  Defoe Road,Hackney,London,"",N16 0ER,WalkUpBlock
1-12 Wareham Court  Hertford Road,Hackney,London,"",N1 4SN,WalkUpBlock
40-42 Even Caldecott Way Plus 21-24 Paston Close  Paston Close,Hackney,LONDON,"",E5 0BU,WalkUpBlock
1-35 ODD Smalley Close,Hackney,London,"",N16 7LE,Block
1-35 Keynsham House  Woodberry Down Estate,Hackney,London,"",N4 2TX,LowRiseBlock
1-46 Valette House  Valette Street,Hackney,London,"",E9 6NX,WalkUpBlock
17-33 ODD Pearson Street,Hackney,LONDON,"",E2 8JD,WalkUpBlock
1-11 Odd Aitken Close,Hackney,London,"",E8 4SQ,Block
6-20 EVEN Chisledon Walk,Hackney,London,"",E9 5NJ,WalkUpBlock
1-18 Banister House  Homerton High Street,Hackney,London,"",E9 6BH,LowRiseBlock
29 Albion Drive,Hackney,London,"",E8 4LX,WalkUpBlock
1-54 Caliban Tower  Arden Estate,Hackney,London,"",N1 6PW,HighRiseBlock
1-12 Newbury Court  Daubeney Road,Hackney,LONDON,"",E5 0DX,WalkUpBlock
1-94  Woolridge Way  Woolridge Way,Loddiges Road,Hackney,London,E9 6PP,HighRiseBlock
112-117 Somerford Grove Estate,Hackney,London,"",N16 7TN,WalkUpBlock
1-16 Kenning House  Colville Estate,Hackney,London,"",N1 5PP,WalkUpBlock
101 Albion Road,Hackney,London,"",N16 9PL,WalkUpBlock
FLAT 18 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
120-139  Nisbet House  Homerton High Street,Hackney,London,"",E9 6AN,LowRiseBlock
FLAT 7 BERRYSIDE APARTMENTS  SWAN LANE,HACKNEY,LONDON,"",N4 2GY,Block
FLAT 21 BLUEBELL APARTMENTS  Swan Lane,Hackney,London,"",N4 2GZ,Block
1-12 Queen Elizabeths Close,Hackney,London,"",N16 0HL,WalkUpBlock
63-104 Beecholme Estate  Beecholme Estate,Prout Road,Hackney,London,E5 9NR,LowRiseBlock
1 & 4 & 7 Hambledon House  Cricketfield Road,Hackney,London,"",E5 8NT,WalkUpBlock
